library,title,year,plex_rating,imdb_rating,imdb_votes,rt_score,metacritic_score,decision,reason,misidentified_hint,file,file_size,rating_key,guid,imdb_id,poster_url,trailer_url,thumb,omdb_json,wikidata_id,wikipedia_title
Animación 3D,Angry Birds: La película,2016,,6.3,112504,44,43,MAYBE,score_bayes=6.37 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Angry Birds: La película' vs OMDb='The Angry Birds Movie' (sim=0.59),/mnt/Infantil_01/03. Peliculas animación/02. Animacion 3D/Otros/Angry Birds la película (2016) .mkv,4154559757,29271,plex://movie/5d7769c6f617c900201648c0,tt1985949,https://m.media-amazon.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg,N/A,/library/metadata/29271/thumb/1762650158,"{""Title"": ""The Angry Birds Movie"", ""Year"": ""2016"", ""Rated"": ""PG"", ""Released"": ""20 May 2016"", ""Runtime"": ""97 min"", ""Genre"": ""Animation, Action, Adventure"", ""Director"": ""Clay Kaytis, Fergal Reilly"", ""Writer"": ""Jon Vitti, Mikael Hed, Mikko Pöllä"", ""Actors"": ""Jason Sudeikis, Josh Gad, Danny McBride"", ""Plot"": ""When an island populated by happy, flightless birds is visited by mysterious green pigs, it's up to three unlikely outcasts to figure out what the pigs are up to."", ""Language"": ""English"", ""Country"": ""United States, Finland"", ""Awards"": ""3 wins & 8 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""44%""}, {""Source"": ""Metacritic"", ""Value"": ""43/100""}], ""Metascore"": ""43"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""112,504"", ""imdbID"": ""tt1985949"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$107,509,366"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 3D,Colegas en el bosque,2006,4.8,6.1,112152,48,49,MAYBE,score_bayes=6.14 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Colegas en el bosque' vs OMDb='Open Season' (sim=0.39),/mnt/Infantil_01/03. Peliculas animación/02. Animacion 3D/Otros/Colegas En El Bosque (2006).mkv,2658413392,26716,plex://movie/5d7768315af944001f1f8f20,tt0400717,https://m.media-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_SX300.jpg,N/A,/library/metadata/26716/thumb/1762486998,"{""Title"": ""Open Season"", ""Year"": ""2006"", ""Rated"": ""PG"", ""Released"": ""29 Sep 2006"", ""Runtime"": ""86 min"", ""Genre"": ""Animation, Adventure, Comedy"", ""Director"": ""Roger Allers, Jill Culton, Richard Williams"", ""Writer"": ""Steve Bencich, Ron J. Friedman, Nat Mauldin"", ""Actors"": ""Ashton Kutcher, Martin Lawrence, Debra Messing"", ""Plot"": ""Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest a..."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win & 10 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""48%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""112,152"", ""imdbID"": ""tt0400717"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$85,105,259"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,Los pingüinos del Sr. Poper,2011,4.7,6.0,111162,47,53,MAYBE,score_bayes=6.09 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Los pingüinos del Sr. Poper' vs OMDb='Mr. Popper's Penguins' (sim=0.30),/mnt/Infantil_01/05.Peliculas Infantiles/02. Otras productoras/12. Animales/Los pingüinos del Sr. Poper (2011).mkv,2568629250,28172,plex://movie/5d77689c9ab54400214e8839,tt1396218,https://m.media-amazon.com/images/M/MV5BMTcwMDI4NjEyOF5BMl5BanBnXkFtZTcwNzg5MzEwNQ@@._V1_SX300.jpg,N/A,/library/metadata/28172/thumb/1763601773,"{""Title"": ""Mr. Popper's Penguins"", ""Year"": ""2011"", ""Rated"": ""PG"", ""Released"": ""17 Jun 2011"", ""Runtime"": ""94 min"", ""Genre"": ""Comedy, Family, Fantasy"", ""Director"": ""Mark Waters"", ""Writer"": ""Sean Anders, John Morris, Jared Stern"", ""Actors"": ""Jim Carrey, Carla Gugino, Angela Lansbury"", ""Plot"": ""The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win & 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTcwMDI4NjEyOF5BMl5BanBnXkFtZTcwNzg5MzEwNQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""47%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""6.0"", ""imdbVotes"": ""111,162"", ""imdbID"": ""tt1396218"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$68,224,452"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas Infantiles,Pequeños guerreros,1998,5.0,6.3,110093,50,,MAYBE,score_bayes=6.31 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Pequeños guerreros' vs OMDb='Small Soldiers' (sim=0.31),/mnt/Infantil_01/05.Peliculas Infantiles/02. Otras productoras/05. Ficcion/Pequenos Guerreros (1998).mkv,1467844909,28912,plex://movie/5d776837103a2d001f56831d,tt0122718,https://m.media-amazon.com/images/M/MV5BNjM3NjczNTUtOTYxZi00NWEyLTk4YmEtZTA0NWY0YzU4NDhkXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/28912/thumb/1762101855,"{""Title"": ""Small Soldiers"", ""Year"": ""1998"", ""Rated"": ""PG-13"", ""Released"": ""10 Jul 1998"", ""Runtime"": ""110 min"", ""Genre"": ""Action, Adventure, Comedy"", ""Director"": ""Joe Dante"", ""Writer"": ""Gavin Scott, Adam Rifkin, Ted Elliott"", ""Actors"": ""Kirsten Dunst, Gregory Smith, David Cross"", ""Plot"": ""When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""3 wins & 4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjM3NjczNTUtOTYxZi00NWEyLTk4YmEtZTA0NWY0YzU4NDhkXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""110,093"", ""imdbID"": ""tt0122718"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$54,682,547"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Animación 3D,Río 2,2014,5.0,6.3,108577,50,49,MAYBE,score_bayes=6.37 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Infantil_01/03. Peliculas animación/02. Animacion 3D/Otros/Rio 2 (2014).mkv,1736950198,21735,plex://movie/5d7769ec594b2b001e6ae1da,tt2357291,https://m.media-amazon.com/images/M/MV5BMTgzMDczMDYzNl5BMl5BanBnXkFtZTgwMzk2MDIwMTE@._V1_SX300.jpg,N/A,/library/metadata/21735/thumb/1759970263,"{""Title"": ""Rio 2"", ""Year"": ""2014"", ""Rated"": ""G"", ""Released"": ""11 Apr 2014"", ""Runtime"": ""101 min"", ""Genre"": ""Animation, Adventure, Comedy"", ""Director"": ""Carlos Saldanha"", ""Writer"": ""Don Rhymer, Carlos Kotkin, Jenny Bicks"", ""Actors"": ""Jesse Eisenberg, Anne Hathaway, Jemaine Clement"", ""Plot"": ""It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law."", ""Language"": ""English, Portuguese"", ""Country"": ""United States, Iraq, Canada"", ""Awards"": ""Nominated for 1 BAFTA Award2 wins & 24 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTgzMDczMDYzNl5BMl5BanBnXkFtZTgwMzk2MDIwMTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""108,577"", ""imdbID"": ""tt2357291"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$131,538,435"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Karate Kid II - La historia continua (1986),1986,4.9,6.2,107675,49,55,MAYBE,score_bayes=6.22 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Karate Kid II - La historia continua (1986)' vs OMDb='The Karate Kid Part II' (sim=0.43),/mnt/Sagas/00.Sagas/Karate Kid/Karate Kid II - La historia continua (1986).mkv,5960844801,23235,plex://movie/5d776832f59e5800218984ad,tt0091326,https://m.media-amazon.com/images/M/MV5BMzEyYjlhNWMtNTdmOC00N2M4LWI0OWEtZGE3NTJkOWJhYTYyXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/23235/thumb/1763172481,"{""Title"": ""The Karate Kid Part II"", ""Year"": ""1986"", ""Rated"": ""PG"", ""Released"": ""20 Jun 1986"", ""Runtime"": ""113 min"", ""Genre"": ""Action, Family, Sport"", ""Director"": ""John G. Avildsen"", ""Writer"": ""Robert Mark Kamen"", ""Actors"": ""Pat Morita, Ralph Macchio, Pat E. Johnson"", ""Plot"": ""Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own."", ""Language"": ""English, Japanese"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 4 wins & 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMzEyYjlhNWMtNTdmOC00N2M4LWI0OWEtZGE3NTJkOWJhYTYyXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""49%""}, {""Source"": ""Metacritic"", ""Value"": ""55/100""}], ""Metascore"": ""55"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""107,675"", ""imdbID"": ""tt0091326"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$115,103,979"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Superheroes,Hellboy,2019,1.7,5.3,105623,17,31,MAYBE,score_bayes=5.46 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),RT muy bajo (17% ≤ 20%) para una peli aparentemente conocida (105623 votos IMDb).,/mnt/Infantil_01/01. Superheroes/03. Otros/Hellboy - Rise of the Blood Queen (2019).mkv,5980543267,23610,plex://movie/5d9f3e006fc551001ef8c014,tt2274648,https://m.media-amazon.com/images/M/MV5BZjI1Yzc0M2MtZjc5Ny00ZDU0LWE3NzEtOWY5ODk2MzdhZThjXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/23610/thumb/1763696864,"{""Title"": ""Hellboy"", ""Year"": ""2019"", ""Rated"": ""R"", ""Released"": ""12 Apr 2019"", ""Runtime"": ""120 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""Neil Marshall"", ""Writer"": ""Andrew Cosby, Mike Mignola"", ""Actors"": ""David Harbour, Milla Jovovich, Ian McShane"", ""Plot"": ""Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge."", ""Language"": ""English, Spanish, Russian, German"", ""Country"": ""United States, United Kingdom, Bulgaria, Canada, Portugal, France"", ""Awards"": ""1 win & 8 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjI1Yzc0M2MtZjc5Ny00ZDU0LWE3NzEtOWY5ODk2MzdhZThjXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""17%""}, {""Source"": ""Metacritic"", ""Value"": ""31/100""}], ""Metascore"": ""31"", ""imdbRating"": ""5.3"", ""imdbVotes"": ""105,623"", ""imdbID"": ""tt2274648"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$21,903,748"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Dragonheart (Corazón de dragón),1996,4.8,6.4,104775,48,49,MAYBE,score_bayes=6.41 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Dragonheart/Dragonheart Corazon de Dragon (1996).mkv,4885863529,23715,plex://movie/5d77683254f42c001f8c3c6a,tt0116136,https://m.media-amazon.com/images/M/MV5BZDViYjIxNjgtMmEyNS00MmVlLTllOWMtMGU0NzEwZjU2ZTYzXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/23715/thumb/1761533042,"{""Title"": ""DragonHeart"", ""Year"": ""1996"", ""Rated"": ""PG-13"", ""Released"": ""31 May 1996"", ""Runtime"": ""103 min"", ""Genre"": ""Action, Adventure, Fantasy"", ""Director"": ""Rob Cohen"", ""Writer"": ""Patrick Read Johnson, Charles Edward Pogue"", ""Actors"": ""Dennis Quaid, Sean Connery, Dina Meyer"", ""Plot"": ""The last dragon and a disillusioned dragon-slaying knight must unite to stop an evil king, who was granted partial immortality."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 3 wins & 10 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZDViYjIxNjgtMmEyNS00MmVlLTllOWMtMGU0NzEwZjU2ZTYzXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""48%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""104,775"", ""imdbID"": ""tt0116136"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$51,367,375"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,The Ring 2 (La señal 2),2005,2.1,5.4,103808,21,44,MAYBE,score_bayes=5.48 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='The Ring 2 (La señal 2)' vs OMDb='The Ring Two' (sim=0.55),/mnt/Sagas/00.Sagas/The Ring/The Ring 2 (La Señal 2) (2005).mkv,5904193895,22938,plex://movie/5d77683454f42c001f8c438c,tt0377109,https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_SX300.jpg,N/A,/library/metadata/22938/thumb/1763607636,"{""Title"": ""The Ring Two"", ""Year"": ""2005"", ""Rated"": ""PG-13"", ""Released"": ""18 Mar 2005"", ""Runtime"": ""110 min"", ""Genre"": ""Horror, Mystery"", ""Director"": ""Hideo Nakata"", ""Writer"": ""Ehren Kruger, Kôji Suzuki, Hiroshi Takahashi"", ""Actors"": ""Naomi Watts, David Dorfman, Sissy Spacek"", ""Plot"": ""Six months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""2 wins & 11 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""21%""}, {""Source"": ""Metacritic"", ""Value"": ""44/100""}], ""Metascore"": ""44"", ""imdbRating"": ""5.4"", ""imdbVotes"": ""103,808"", ""imdbID"": ""tt0377109"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$76,231,249"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Sagas,Ghostbusters : Imperio helado,2024,4.2,6.1,99217,42,46,MAYBE,score_bayes=6.20 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/Sagas/00.Sagas/Gosht Busters/Cazafantasmas Imperio helado (2024).mkv,6803130658,21362,plex://movie/62d28d0778143f352f9d02e4,tt21235248,https://m.media-amazon.com/images/M/MV5BOWI5NGUyMzUtMGFiNi00ZTc3LTk1YTQtMDU0NGRjNGIxZTZmXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/21362/thumb/1761272320,"{""Title"": ""Ghostbusters: Frozen Empire"", ""Year"": ""2024"", ""Rated"": ""PG-13"", ""Released"": ""22 Mar 2024"", ""Runtime"": ""115 min"", ""Genre"": ""Adventure, Comedy, Fantasy"", ""Director"": ""Gil Kenan"", ""Writer"": ""Gil Kenan, Jason Reitman, Ivan Reitman"", ""Actors"": ""Paul Rudd, Carrie Coon, Finn Wolfhard"", ""Plot"": ""When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age."", ""Language"": ""English, Korean, French"", ""Country"": ""United States, Canada, United Kingdom"", ""Awards"": ""8 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOWI5NGUyMzUtMGFiNi00ZTc3LTk1YTQtMDU0NGRjNGIxZTZmXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""42%""}, {""Source"": ""Metacritic"", ""Value"": ""46/100""}], ""Metascore"": ""46"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""99,217"", ""imdbID"": ""tt21235248"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$113,376,590"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas de Adolescentes,13 fantasmas,2001,1.9,5.6,97477,19,30,MAYBE,score_bayes=5.68 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='13 fantasmas' vs OMDb='Thir13en Ghosts' (sim=0.37) | RT muy bajo (19% ≤ 20%) para una peli aparentemente conocida (97477 votos IMDb).,/mnt/Infantil_01/02.Peliculas de adolescentes/02. Otras productoras/04. Terror/Paranormal/13 Fantasmas (2001).mkv,4686732643,27551,plex://movie/5d776d1723d5a3001f520349,tt0245674,https://m.media-amazon.com/images/M/MV5BNmFjMzZkODQtYmEwNS00MzIwLThhNmMtNjRiMmRjNjQ3MzQwXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/27551/thumb/1764900552,"{""Title"": ""Thir13en Ghosts"", ""Year"": ""2001"", ""Rated"": ""R"", ""Released"": ""26 Oct 2001"", ""Runtime"": ""91 min"", ""Genre"": ""Fantasy, Horror"", ""Director"": ""Steve Beck"", ""Writer"": ""Robb White, Neal Marshall Stevens, Richard D'Ovidio"", ""Actors"": ""Tony Shalhoub, Shannon Elizabeth, Embeth Davidtz"", ""Plot"": ""When Cyrus Kriticos, a very rich collector of unique things, dies, he leaves his house, fortune, and his prized collection of ghosts."", ""Language"": ""English"", ""Country"": ""Canada, United States"", ""Awards"": ""1 win & 4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNmFjMzZkODQtYmEwNS00MzIwLThhNmMtNjRiMmRjNjQ3MzQwXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""19%""}, {""Source"": ""Metacritic"", ""Value"": ""30/100""}], ""Metascore"": ""30"", ""imdbRating"": ""5.6"", ""imdbVotes"": ""97,477"", ""imdbID"": ""tt0245674"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$41,867,960"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Más allá de la vida,2010,,6.5,97377,48,56,MAYBE,score_bayes=6.53 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Más allá de la vida' vs OMDb='Hereafter' (sim=0.15),/mnt/ADULTOS_VOL_00/00.Movies/02. Drama/Mas allá de la vida (2010).mkv,5523347148,23851,plex://movie/5d77687e6f4521001eaa96a9,tt1212419,https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg,N/A,/library/metadata/23851/thumb/1753423501,"{""Title"": ""Hereafter"", ""Year"": ""2010"", ""Rated"": ""PG-13"", ""Released"": ""22 Oct 2010"", ""Runtime"": ""129 min"", ""Genre"": ""Drama, Fantasy, Romance"", ""Director"": ""Clint Eastwood"", ""Writer"": ""Peter Morgan"", ""Actors"": ""Matt Damon, Cécile de France, Bryce Dallas Howard"", ""Plot"": ""An American factory worker, a French journalist and a London school boy set out on a spiritual journey after death touches their lives in different ways."", ""Language"": ""English, French, German"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 4 wins & 15 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""48%""}, {""Source"": ""Metacritic"", ""Value"": ""56/100""}], ""Metascore"": ""56"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""97,377"", ""imdbID"": ""tt1212419"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$32,746,941"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas,Burlesque,2010,,6.4,97244,37,47,MAYBE,score_bayes=6.44 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),,/mnt/ADULTOS_VOL_00/00.Movies/07. Musical/Burlesque (2010).mkv,3269367657,19581,plex://movie/5d7768780ea56a001e2a5bfa,tt1126591,https://m.media-amazon.com/images/M/MV5BMjczYmE1NWMtNDE2Ni00MzNlLTlkZDUtYjc1OWFkZDJmZGFmXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/19581/thumb/1763696678,"{""Title"": ""Burlesque"", ""Year"": ""2010"", ""Rated"": ""PG-13"", ""Released"": ""24 Nov 2010"", ""Runtime"": ""119 min"", ""Genre"": ""Drama, Music, Musical"", ""Director"": ""Steve Antin"", ""Writer"": ""Steve Antin"", ""Actors"": ""Cher, Christina Aguilera, Alan Cumming"", ""Plot"": ""A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer."", ""Language"": ""English, Ukrainian"", ""Country"": ""United States"", ""Awards"": ""6 wins & 21 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjczYmE1NWMtNDE2Ni00MzNlLTlkZDUtYjc1OWFkZDJmZGFmXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""37%""}, {""Source"": ""Metacritic"", ""Value"": ""47/100""}], ""Metascore"": ""47"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""97,244"", ""imdbID"": ""tt1126591"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$39,440,655"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
Películas de Adolescentes,Línea mortal,1990,5.0,6.6,97199,50,55,MAYBE,score_bayes=6.61 entre umbral DELETE=4.90 y KEEP=7.50 (evidencia intermedia),Title mismatch: Plex='Línea mortal' vs OMDb='Flatliners' (sim=0.36),/mnt/Infantil_01/02.Peliculas de adolescentes/02. Otras productoras/05. Ficcion/Linea mortal (1990).mkv,14808095659,28439,plex://movie/5d7768293c3c2a001fbcbc94,tt0099582,https://m.media-amazon.com/images/M/MV5BOGU2YWM2MDctNWU5My00ZDIxLWFkM2YtNzQwNTQ4OWUxYmUxXkEyXkFqcGc@._V1_SX300.jpg,N/A,/library/metadata/28439/thumb/1760793660,"{""Title"": ""Flatliners"", ""Year"": ""1990"", ""Rated"": ""R"", ""Released"": ""10 Aug 1990"", ""Runtime"": ""115 min"", ""Genre"": ""Drama, Horror, Sci-Fi"", ""Director"": ""Joel Schumacher"", ""Writer"": ""Peter Filardi"", ""Actors"": ""Kiefer Sutherland, Kevin Bacon, Julia Roberts"", ""Plot"": ""Five medical students experiment with \""near death\"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOGU2YWM2MDctNWU5My00ZDIxLWFkM2YtNzQwNTQ4OWUxYmUxXkEyXkFqcGc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}, {""Source"": ""Metacritic"", ""Value"": ""55/100""}], ""Metascore"": ""55"", ""imdbRating"": ""6.6"", ""imdbVotes"": ""97,199"", ""imdbID"": ""tt0099582"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$61,489,265"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}",,
